application_id,apply_time,id_number,phone_number,device_id,ip_address,apply_region,apply_channel,loan_amount,apply_freq_7d,id_consistency,is_new_device,credit_history,fraud_flag
APP000426,2026-07-16 11:26:00,511295799270795515,19981554550,DEV_458804,10.0.125.181,北京,线下,22145.22,3,1,0,无记录,0
APP000427,2026-07-11 10:42:00,511030566199530564,18805708989,DEV_739902,117.136.199.70,广东,APP,8642.66,3,1,0,有记录,0
APP000428,2026-07-04 05:21:00,511396790422711332,19619429700,DEV_516508,192.168.252.100,浙江,合作渠道,29885.54,3,1,0,有记录,0
APP000429,2026-07-14 22:31:00,515293401536415471,18502271249,DEV_723214,192.168.53.132,四川,APP,1974.87,1,1,0,无记录,0
APP000430,2026-07-10 21:25:00,518322941156302955,13527208012,DEV_807276,223.104.126.236,山东,线下,10123.23,2,1,1,有记录,0
APP000431,2026-07-27 17:02:00,519789463389156241,17994215458,DEV_611988,172.16.181.227,上海,H5,2610.42,3,1,1,有记录,0
APP000432,2026-07-15 02:20:00,511393761847870050,13933969528,DEV_477960,117.136.247.84,北京,线下,28774.7,1,1,0,有记录,0
APP000433,2026-07-09 10:07:00,515592061658129205,17837060198,DEV_495344,223.104.129.63,湖南,合作渠道,11485.33,1,1,0,有记录,0
APP000434,2026-07-25 12:55:00,518450145561681472,17405803750,DEV_843074,192.168.238.68,浙江,APP,3462.7,1,1,1,有记录,0
APP000435,2026-07-17 00:42:00,513875899757113055,17186894675,DEV_404457,172.16.84.150,江苏,合作渠道,26912.94,3,1,0,有记录,0
APP000436,2026-07-28 17:29:00,517412982665702793,13790791506,DEV_404457,223.104.176.205,山东,APP,11727.21,3,1,0,有记录,0
APP000437,2026-07-14 01:12:00,512492817074436023,18231100258,DEV_878570,172.16.173.199,江苏,APP,21024.73,2,1,0,有记录,0
APP000438,2026-07-17 11:39:00,515499162473149864,15193179911,DEV_523310,223.104.170.103,上海,APP,10449.09,1,1,1,无记录,0
APP000439,2026-07-25 15:40:00,519924972439920116,18822150841,DEV_373543,172.16.212.206,山东,H5,15046.02,3,1,1,无记录,0
APP000440,2026-07-15 01:13:00,519428150370170926,15691919737,DEV_154856,223.104.129.99,江苏,APP,29621.26,3,1,0,有记录,0
APP000441,2026-07-09 17:08:00,515915470554912151,13873191198,DEV_757161,117.136.174.1,浙江,H5,1278.97,2,1,1,无记录,0
APP000442,2026-07-30 09:28:00,515259376618943705,13360567732,DEV_321850,103.23.87.18,广东,H5,40417.87,14,0,1,无记录,1
APP000443,2026-07-29 22:31:00,517049297517028140,18669988464,DEV_638914,10.0.235.102,上海,H5,2406.59,3,1,0,有记录,0
APP000444,2026-07-04 00:40:00,519558102131251293,17572419336,DEV_819593,223.104.167.109,湖南,线下,22151.01,3,1,0,无记录,0
APP000445,2026-07-20 07:45:00,515745447022960443,15311027924,DEV_842129,172.16.164.66,山东,APP,19733.67,3,1,0,有记录,0
APP000446,2026-07-06 09:35:00,514281160499100420,19555563637,DEV_261564,172.16.55.248,江苏,H5,40950.16,6,0,1,无记录,1
APP000447,2026-07-01 17:26:00,518375287209986564,15467873396,DEV_369137,10.0.43.120,江苏,H5,32063.82,12,0,0,有记录,1
APP000448,2026-07-03 07:53:00,513596159764053567,18738180055,DEV_232711,192.168.95.106,四川,APP,18305.83,2,1,1,有记录,0
APP000449,2026-07-30 03:29:00,516547229812099576,13286174894,DEV_242953,192.168.66.247,湖南,APP,8039.3,2,1,0,无记录,0
APP000450,2026-07-04 20:53:00,518653855742164359,19411222214,DEV_420146,223.104.91.50,湖南,APP,27817.91,1,1,1,有记录,0
APP000451,2026-07-05 15:59:00,519059655942824911,13956086411,DEV_820389,172.16.205.65,北京,APP,1697.06,2,1,0,有记录,0
APP000452,2026-07-23 09:32:00,518050155699023557,13353754591,DEV_829158,10.0.11.16,江苏,合作渠道,7498.23,3,1,0,有记录,0
APP000453,2026-07-23 08:26:00,513579716698416612,15434746255,DEV_509063,172.16.39.23,江苏,H5,8467.35,1,1,1,有记录,0
APP000454,2026-07-27 15:30:00,516668893628969645,18187451877,DEV_882353,117.136.111.114,北京,H5,33245.19,15,1,1,无记录,1
APP000455,2026-07-08 14:35:00,512221101878035869,18914136036,DEV_118215,172.16.117.184,江苏,H5,9793.42,3,1,1,有记录,0
APP000456,2026-07-05 12:12:00,513403461562624467,15777989786,DEV_827511,192.168.222.95,江苏,APP,1964.81,2,1,0,无记录,0
APP000457,2026-07-30 19:32:00,519148851027261493,17673927597,DEV_709670,10.0.13.64,湖南,APP,22394.08,3,1,1,有记录,0
APP000458,2026-07-24 04:55:00,515380526321196047,18843662896,DEV_250378,172.16.22.162,湖南,H5,16626.48,3,1,0,有记录,0
APP000459,2026-07-03 08:49:00,511918723335104096,13159650257,DEV_829158,117.136.24.147,北京,APP,12240.36,3,1,0,无记录,0
APP000460,2026-07-26 13:21:00,514367357422332228,17830041439,DEV_732092,117.136.89.172,湖南,APP,14883.9,2,1,0,有记录,0
APP000461,2026-07-30 16:17:00,517347648455939652,13266842246,DEV_723214,192.168.206.88,湖南,合作渠道,17556.42,2,1,0,无记录,0
APP000462,2026-07-27 00:18:00,514985200894346810,13159650257,DEV_870643,223.104.96.161,浙江,线下,25444.21,2,1,0,有记录,0
APP000463,2026-07-24 09:53:00,514039912971024817,18394167073,DEV_562966,192.168.61.58,四川,H5,23719.41,2,1,1,有记录,0
APP000464,2026-07-19 18:42:00,518916375628900287,19710401558,DEV_367061,172.16.226.219,广东,H5,8881.3,3,1,0,无记录,0
APP000465,2026-07-16 04:28:00,512988661680199034,17845428502,DEV_906665,192.168.140.23,广东,H5,24502.7,3,1,1,有记录,1
APP000466,2026-07-18 15:22:00,517943113266115848,15388830383,DEV_766924,172.16.254.49,湖南,APP,9970.55,2,1,0,无记录,0
APP000467,2026-07-11 17:48:00,516624572308481001,15357798550,DEV_594189,10.0.214.48,浙江,APP,8464.1,2,1,0,有记录,0
APP000468,2026-07-18 12:29:00,517706958146717957,19265615076,DEV_998524,117.136.129.223,湖南,APP,29311.92,2,1,0,无记录,0
APP000469,2026-07-30 10:55:00,515097931839979849,13268944599,DEV_995283,223.104.231.109,四川,APP,1392.99,3,1,1,有记录,0
APP000470,2026-07-07 22:15:00,512813485484203531,17362691719,DEV_739377,10.0.48.219,江苏,H5,45025.7,12,0,1,有记录,1
APP000471,2026-07-19 12:14:00,514562202123720550,15106311887,DEV_895131,223.104.172.152,江苏,APP,2084.89,3,1,1,有记录,0
APP000472,2026-07-28 13:02:00,511714911894184336,18715016337,DEV_219881,192.168.200.72,未知地区,合作渠道,18179.99,14,1,1,有记录,1
APP000473,2026-07-11 23:30:00,517084816524445446,17721047654,DEV_536153,10.0.54.53,北京,线下,12957.97,1,1,0,有记录,0
APP000474,2026-07-23 12:24:00,514499801376836759,17448533803,DEV_731601,117.136.25.1,北京,H5,25628.39,2,1,0,有记录,0
APP000475,2026-07-22 20:09:00,518373846895009751,15581270450,DEV_823545,223.104.11.236,广东,H5,8305.66,1,1,1,有记录,0
APP000476,2026-07-16 01:08:00,512813485484203531,13712698424,DEV_958231,117.136.158.249,江苏,合作渠道,25788.29,5,1,1,有记录,1
APP000477,2026-07-17 18:21:00,514803304166241118,17834094814,DEV_430885,192.168.189.211,湖南,APP,16324.27,3,1,0,有记录,0
APP000478,2026-07-28 03:55:00,516104615402119017,17916880487,DEV_808942,223.104.12.10,广东,H5,7120.64,3,1,0,无记录,0
APP000479,2026-07-28 14:06:00,514877159103002156,18433590651,DEV_701181,103.9.155.21,未知地区,APP,37930.86,12,1,1,无记录,1
APP000480,2026-07-17 14:00:00,519762341903106153,19377255287,DEV_600809,117.136.69.90,江苏,H5,16529.19,2,1,0,无记录,0
APP000481,2026-07-24 04:26:00,513768222394312908,19597475626,DEV_300181,223.104.231.215,北京,APP,13780.88,3,1,0,有记录,0
APP000482,2026-07-28 20:09:00,519899138310064332,15871223779,DEV_142320,172.16.149.213,上海,线下,5941.49,3,1,0,有记录,0
APP000483,2026-07-03 15:50:00,514147786603242044,18500076911,DEV_959189,223.104.93.159,江苏,线下,12782.36,1,1,0,有记录,0
APP000484,2026-07-09 10:39:00,518707472966941799,13207964786,DEV_759007,117.136.6.86,湖南,APP,9179.57,2,1,0,无记录,0
APP000485,2026-07-23 12:41:00,519818751097921583,17255245364,DEV_213008,10.0.122.5,湖南,APP,26960.22,2,1,0,无记录,0
APP000486,2026-07-03 10:54:00,512761499153703824,13225034990,DEV_749326,172.16.158.159,境外,合作渠道,31143.29,14,0,1,无记录,1
APP000487,2026-07-22 17:24:00,511882606888718981,18384435380,DEV_660630,223.104.25.246,北京,APP,5117.1,3,1,0,有记录,0
APP000488,2026-07-11 20:45:00,511778977554261903,15276054417,DEV_823540,192.168.206.75,上海,线下,9178.62,1,1,0,有记录,0
APP000489,2026-07-29 15:55:00,514748183219285544,19943699457,DEV_269818,103.33.211.50,湖南,H5,24124.95,10,0,1,无记录,1
APP000490,2026-07-18 01:39:00,515325800106181753,18811017206,DEV_999495,192.168.80.242,山东,APP,10171.42,1,1,0,有记录,0
APP000491,2026-07-03 07:40:00,513043198392484813,13244388219,DEV_784739,192.168.161.124,浙江,APP,13239.5,1,1,0,有记录,0
APP000492,2026-07-22 09:14:00,513223023332470739,18674353853,DEV_185887,223.104.188.230,湖南,APP,3411.51,3,1,1,无记录,0
APP000493,2026-07-24 02:27:00,519277326430954497,18843662896,DEV_625862,172.16.32.57,山东,H5,6580.07,1,1,0,有记录,0
APP000494,2026-07-04 20:45:00,512745591024510910,13379356251,DEV_688291,192.168.110.20,浙江,APP,2146.16,3,1,1,无记录,0
APP000495,2026-07-28 03:28:00,514120374767753726,17716899162,DEV_198671,192.168.153.193,山东,H5,14644.87,1,1,1,有记录,0
APP000496,2026-07-06 22:19:00,515824587012042425,13812954013,DEV_292667,10.0.230.228,湖南,APP,10610.65,1,1,1,无记录,0
APP000497,2026-07-29 00:02:00,512745591024510910,18443101281,DEV_378879,10.0.28.103,广东,H5,3294.48,3,1,0,有记录,0
APP000498,2026-07-11 01:18:00,515898221053161177,19119639059,DEV_307331,117.136.151.117,北京,线下,29644.47,1,1,0,无记录,0
APP000499,2026-07-12 11:27:00,512799403694811266,17303540138,DEV_939956,103.13.211.118,广东,合作渠道,10044.74,6,0,1,无记录,1
APP000500,2026-07-05 07:33:00,514455985160211915,17284546479,DEV_541272,103.29.62.248,境外,H5,35041.44,5,1,1,有记录,1
APP000501,2026-07-14 18:43:00,511410792372982689,19505358971,DEV_313716,10.0.12.73,山东,线下,4096.25,2,1,0,无记录,0
APP000502,2026-07-26 05:10:00,517406220722395947,19869311084,DEV_575824,10.0.22.157,四川,H5,24618.4,3,1,0,无记录,0
APP000503,2026-07-06 02:39:00,515981040915701840,19261077524,DEV_498578,10.0.114.73,浙江,H5,11234.22,3,1,0,有记录,0
APP000504,2026-07-28 12:39:00,514339735971072563,13204631774,DEV_532310,10.0.205.23,广东,合作渠道,20756.65,1,1,0,无记录,0
APP000505,2026-07-22 07:31:00,512484894769735779,13595509827,DEV_935346,10.0.106.109,湖南,APP,11813.1,2,1,0,无记录,0
APP000506,2026-07-30 18:09:00,511805580002722142,13918215023,DEV_322556,223.104.90.102,上海,APP,17149.31,2,1,0,有记录,0
APP000507,2026-07-08 14:40:00,512660720148967808,13187999597,DEV_850479,10.0.57.52,未知地区,合作渠道,10287.58,9,1,1,有记录,1
APP000508,2026-07-09 14:16:00,518700937814604761,15233178211,DEV_857257,223.104.23.232,北京,APP,17418.18,1,1,0,有记录,0
APP000509,2026-07-22 00:57:00,517276029914068841,18577274150,DEV_153535,172.16.87.131,上海,合作渠道,32074.81,5,1,1,有记录,1
APP000510,2026-07-26 14:57:00,515637092300716950,18162054679,DEV_663543,192.168.108.196,广东,线下,9939.99,1,1,1,有记录,0
APP000511,2026-07-10 21:34:00,512525205664742312,13953040475,DEV_585247,10.0.65.117,四川,APP,4156.63,1,1,0,无记录,0
APP000512,2026-07-06 02:28:00,516590618120546475,19276898564,DEV_479711,172.16.85.87,北京,线下,28262.42,2,1,0,有记录,0
APP000513,2026-07-12 18:19:00,511993873370342444,19287605603,DEV_219881,103.30.241.36,未知地区,H5,24763.66,15,1,0,有记录,1
APP000514,2026-07-21 13:44:00,514473535247841715,18868157534,DEV_587844,192.168.173.62,湖南,H5,25307.25,3,1,1,有记录,0
APP000515,2026-07-09 14:54:00,514974212309407778,13915966459,DEV_155425,223.104.162.229,四川,H5,25659.03,3,1,0,有记录,0
APP000516,2026-07-10 06:24:00,513408948706056641,17677081516,DEV_781691,223.104.192.15,北京,线下,23500.6,2,1,0,无记录,0
APP000517,2026-07-28 15:06:00,512047617422438649,18840905178,DEV_816389,10.0.117.186,山东,APP,8444.96,1,1,0,有记录,0
APP000518,2026-07-08 12:36:00,515296422971252967,18691853451,DEV_248369,172.16.29.2,湖南,APP,19326.65,2,1,1,有记录,0
APP000519,2026-07-12 18:18:00,512764931214639476,19746733407,DEV_219881,103.23.232.192,北京,H5,35769.32,10,1,0,有记录,1
APP000520,2026-07-23 09:01:00,515923945354614707,15986091105,DEV_158651,223.104.141.125,北京,H5,14949.79,2,1,0,无记录,0
APP000521,2026-07-27 21:25:00,514085277895613371,19248992136,DEV_977654,192.168.110.149,湖南,H5,24314.64,1,1,1,无记录,0
APP000522,2026-07-09 00:36:00,511487882815278730,17753696627,DEV_753316,192.168.82.119,广东,APP,25845.94,3,1,0,无记录,0
APP000523,2026-07-28 21:49:00,511575681429831522,15909548558,DEV_750333,192.168.249.46,四川,H5,48678.64,5,1,1,有记录,1
APP000524,2026-07-24 01:58:00,517096114351906698,17266148276,DEV_353046,192.168.179.134,江苏,APP,20177.82,3,1,0,无记录,0
APP000525,2026-07-20 23:31:00,512057276829751474,19533804693,DEV_363368,192.168.218.99,江苏,线下,26464.73,3,1,1,无记录,0
APP000526,2026-07-27 09:49:00,512089684424648849,13353754591,DEV_141820,223.104.223.177,广东,APP,24738.2,1,1,0,有记录,0
APP000527,2026-07-26 07:38:00,517917032119206136,19497258095,DEV_544689,117.136.52.208,湖南,APP,25161.4,3,1,1,无记录,0
APP000528,2026-07-26 11:14:00,516493351588070532,15581270450,DEV_150914,10.0.249.62,四川,合作渠道,3944.16,2,1,1,有记录,0
APP000529,2026-07-21 06:39:00,512211028671200720,13204631774,DEV_284570,172.16.205.204,湖南,APP,2156.22,1,1,0,有记录,0
APP000530,2026-07-09 21:48:00,513748079705097545,18354885772,DEV_937825,10.0.148.206,上海,合作渠道,28910.18,3,1,0,有记录,0
APP000531,2026-07-24 21:43:00,513856243958739592,17189583974,DEV_737455,10.0.195.179,上海,H5,7632.28,3,1,0,有记录,0
APP000532,2026-07-27 04:40:00,513354292645633917,15909548558,DEV_394944,192.168.162.222,未知地区,合作渠道,42034.53,13,1,0,有记录,1
APP000533,2026-07-04 20:41:00,517681411287452719,18326573048,DEV_637626,103.34.73.188,未知地区,H5,36526.49,8,0,0,有记录,1
APP000534,2026-07-02 09:50:00,515143165266930089,13439005882,DEV_557944,117.136.180.82,山东,APP,4527.55,1,1,0,无记录,0
APP000535,2026-07-15 01:37:00,519223546951003076,15464055618,DEV_284822,192.168.223.223,广东,H5,14298.43,3,1,0,无记录,0
APP000536,2026-07-12 23:08:00,519499921921249384,17446511440,DEV_919695,223.104.210.15,江苏,合作渠道,26231.45,12,1,1,无记录,1
APP000537,2026-07-03 09:20:00,516569583219719975,19362576565,DEV_370514,223.104.149.76,山东,H5,5702.68,2,1,0,有记录,0
APP000538,2026-07-24 13:11:00,513232971674338005,18674642822,DEV_853151,10.0.38.221,山东,APP,9911.39,2,1,1,有记录,0
APP000539,2026-07-07 04:50:00,513234289311325326,18732479947,DEV_413911,192.168.181.136,江苏,H5,11896.83,1,1,0,有记录,0
APP000540,2026-07-18 11:33:00,519690283772702896,13728762664,DEV_992115,10.0.9.38,湖南,H5,12985.55,2,1,0,有记录,0
APP000541,2026-07-17 08:53:00,517454781506185380,17207512361,DEV_325203,103.26.175.68,浙江,H5,16429.08,9,0,0,无记录,1
APP000542,2026-07-06 08:58:00,512020944772690326,17569918843,DEV_548240,223.104.192.136,上海,H5,9483.2,3,1,0,有记录,0
APP000543,2026-07-27 15:51:00,515290110797714004,13938102022,DEV_262595,172.16.161.238,浙江,线下,12012.01,2,1,0,有记录,0
APP000544,2026-07-10 23:55:00,518050116880925502,18659759259,DEV_267082,172.16.190.29,北京,H5,13163.19,2,1,0,无记录,0
APP000545,2026-07-11 03:29:00,516693521962633556,15855460504,DEV_252376,117.136.7.37,四川,APP,11598.74,3,1,0,有记录,0
APP000546,2026-07-03 04:48:00,513961968931350305,13522525897,DEV_780211,192.168.78.18,浙江,APP,28502.26,3,1,1,无记录,0
APP000547,2026-07-08 21:46:00,518293621659143882,19198461971,DEV_339352,192.168.83.182,四川,APP,15647.21,1,1,0,有记录,0
APP000548,2026-07-22 12:54:00,517855460158517432,15235393023,DEV_466185,172.16.140.130,四川,APP,27174.35,1,1,1,有记录,0
APP000549,2026-07-26 17:23:00,518308776618306719,19824041303,DEV_582629,192.168.200.81,广东,APP,6220.39,1,1,1,无记录,0
APP000550,2026-07-03 12:00:00,519849693578243477,13159650257,DEV_279679,192.168.13.156,上海,APP,20812.33,3,1,1,有记录,0
APP000551,2026-07-09 17:07:00,516994200749465398,19572784340,DEV_653274,10.0.49.73,山东,APP,3435.93,2,1,1,有记录,0
APP000552,2026-07-15 11:43:00,514781582686876401,15914691870,DEV_377555,223.104.199.94,广东,APP,20264.03,2,1,0,有记录,0
APP000553,2026-07-24 21:16:00,516850954654084245,17578281347,DEV_378364,10.0.58.252,四川,线下,7609.98,1,1,0,有记录,0
APP000554,2026-07-19 12:52:00,513630276420865675,18694098361,DEV_454046,223.104.52.196,广东,线下,15746.17,3,1,1,无记录,0
APP000555,2026-07-21 11:06:00,515499162473149864,18143894791,DEV_850317,10.0.2.81,上海,APP,23406.7,3,1,0,有记录,0
APP000556,2026-07-22 07:30:00,516030097925132719,18212020126,DEV_905474,223.104.182.198,浙江,合作渠道,26137.53,2,1,0,有记录,0
APP000557,2026-07-01 19:56:00,513384639208678085,15151623165,DEV_349794,172.16.180.78,上海,H5,25829.1,3,1,1,有记录,0
APP000558,2026-07-18 10:58:00,516999846058679496,17649915726,DEV_935677,10.0.120.180,山东,APP,24059.68,2,1,1,无记录,0
APP000559,2026-07-20 07:41:00,514877159103002156,19433401541,DEV_725427,192.168.1.148,浙江,APP,26054.45,3,1,1,有记录,0
APP000560,2026-07-03 20:52:00,513297454930364687,19949592974,DEV_477973,117.136.231.73,湖南,H5,19348.74,1,1,1,有记录,0
APP000561,2026-07-15 22:19:00,515807360776336911,17450854976,DEV_695452,192.168.104.198,广东,H5,8883.83,2,1,1,无记录,0
APP000562,2026-07-21 13:07:00,516418308580018731,15899772748,DEV_720823,172.16.60.116,江苏,H5,22630.52,1,1,0,有记录,0
APP000563,2026-07-05 01:02:00,515296422971252967,18482079907,DEV_949832,223.104.9.164,上海,APP,20740.19,1,1,1,无记录,0
APP000564,2026-07-10 15:07:00,514672505833343031,17903575808,DEV_292667,10.0.25.202,广东,APP,23255.29,3,1,0,有记录,0
APP000565,2026-07-04 07:56:00,518480260294420315,13155002408,DEV_766870,223.104.3.213,江苏,APP,28072.59,1,1,0,无记录,0
APP000566,2026-07-18 04:24:00,512402320018676610,13527208012,DEV_766543,172.16.113.16,湖南,APP,18275.21,1,1,1,有记录,0
APP000567,2026-07-15 11:42:00,512681650646300593,18779670047,DEV_933511,192.168.210.48,北京,APP,21596.99,3,1,0,有记录,0
APP000568,2026-07-24 22:34:00,514541372776857606,15953994768,DEV_172636,172.16.181.180,北京,APP,23653.07,3,1,0,有记录,0
APP000569,2026-07-14 18:47:00,512401612590163994,13757869371,DEV_802221,10.0.142.231,上海,合作渠道,25590.13,5,1,0,无记录,1
APP000570,2026-07-24 04:56:00,513937469833067730,19760779310,DEV_975714,10.0.221.55,四川,线下,21794.15,3,1,1,有记录,0
APP000571,2026-07-14 20:06:00,519834942904617551,18473725524,DEV_161043,117.136.191.121,广东,APP,29394.86,1,1,0,有记录,0
APP000572,2026-07-27 15:39:00,519754946519098624,13124597092,DEV_371252,192.168.115.165,四川,线下,3677.19,1,1,1,无记录,0
APP000573,2026-07-14 08:02:00,519656906744716392,18500076911,DEV_617107,117.136.96.98,湖南,APP,25916.68,2,1,0,无记录,0
APP000574,2026-07-23 11:13:00,515748510174907539,17500358926,DEV_617544,117.136.28.117,江苏,APP,27548.01,1,1,1,有记录,0
APP000575,2026-07-15 14:15:00,511029181331708760,18387036404,DEV_780581,223.104.155.114,湖南,APP,9680.78,3,1,1,无记录,0
APP000576,2026-07-28 11:06:00,515968448237337912,18681649741,DEV_341243,103.23.155.25,北京,H5,28862.27,10,1,1,有记录,1
APP000577,2026-07-22 11:34:00,514960422763460191,15664311165,DEV_992780,223.104.244.190,江苏,合作渠道,27703.99,3,1,0,有记录,0
APP000578,2026-07-29 20:22:00,518559194575757475,17446511440,DEV_704093,103.45.199.145,境外,H5,49660.4,12,1,0,无记录,1
APP000579,2026-07-02 12:17:00,518559194575757475,18509378291,DEV_850228,10.0.8.196,北京,APP,1580.44,2,1,1,有记录,0
APP000580,2026-07-07 03:54:00,517150677610659208,13703875995,DEV_833361,192.168.252.15,北京,H5,1144.02,1,1,1,有记录,0
APP000581,2026-07-27 14:05:00,511666843356708604,15271838739,DEV_819404,172.16.185.93,上海,APP,20155.94,2,1,1,有记录,0
APP000582,2026-07-22 06:41:00,517681411287452719,13712698424,DEV_218037,117.136.22.199,北京,合作渠道,22302.01,14,1,1,有记录,1
APP000583,2026-07-21 19:01:00,519415181788242655,13625016111,DEV_181342,223.104.156.197,山东,H5,25671.33,1,1,1,有记录,0
APP000584,2026-07-02 10:15:00,514091287884869996,18887302226,DEV_196748,117.136.49.64,山东,APP,26054.1,2,1,1,无记录,0
APP000585,2026-07-05 18:13:00,514164882159773854,18661536783,DEV_956309,192.168.125.151,四川,H5,8396.99,3,1,1,有记录,0
APP000586,2026-07-03 17:13:00,517994062607870104,19858634790,DEV_863456,10.0.255.228,广东,H5,12750.14,3,1,1,有记录,0
APP000587,2026-07-19 06:52:00,511895979647158904,15630685167,DEV_884828,223.104.74.165,湖南,APP,26577.11,2,1,0,有记录,0
APP000588,2026-07-28 07:21:00,518881987809270452,19218758081,DEV_830008,223.104.8.133,湖南,H5,24071.18,2,1,0,无记录,0
APP000589,2026-07-25 04:50:00,514960422763460191,17186274942,DEV_653954,117.136.183.210,湖南,APP,5485.35,2,1,1,无记录,0
APP000590,2026-07-29 19:00:00,516640717327980595,15457713542,DEV_622630,172.16.186.77,湖南,H5,22714.51,1,1,1,有记录,0
APP000591,2026-07-09 04:08:00,514646834146511131,15186750293,DEV_374712,192.168.99.90,广东,线下,17250.15,2,1,0,有记录,0
APP000592,2026-07-18 08:51:00,513172845397499507,17811851734,DEV_149722,172.16.238.255,湖南,线下,25447.02,3,1,0,有记录,0
APP000593,2026-07-06 03:42:00,512187683160827172,15964969658,DEV_170646,172.16.212.39,浙江,H5,15590.99,3,1,0,有记录,0
APP000594,2026-07-28 00:08:00,512236337922341034,17569918843,DEV_274005,172.16.147.52,山东,H5,17244.35,2,1,0,有记录,0
APP000595,2026-07-01 11:50:00,513065097753967379,19444285661,DEV_819593,172.16.120.6,上海,APP,19676.57,3,1,0,有记录,0
APP000596,2026-07-26 07:37:00,512058760545769475,17200097076,DEV_431426,223.104.219.241,北京,H5,14821.13,2,1,1,无记录,0
APP000597,2026-07-11 00:11:00,516569583219719975,18148828886,DEV_585247,223.104.222.95,广东,APP,8073.24,2,1,1,无记录,0
APP000598,2026-07-09 01:08:00,519517793238223116,15181130687,DEV_828180,192.168.148.67,上海,APP,12521.62,2,1,0,无记录,0
APP000599,2026-07-24 13:33:00,519782555989534396,13183572632,DEV_662396,223.104.47.223,湖南,APP,19519.39,2,1,0,有记录,0
APP000600,2026-07-04 23:04:00,517898088067821417,18654421010,DEV_459933,192.168.121.138,江苏,APP,24360.79,3,1,0,有记录,0
APP000601,2026-07-16 14:49:00,512399180812135247,13908829922,DEV_103778,172.16.109.38,浙江,H5,13123.8,2,1,0,有记录,0
APP000602,2026-07-12 16:37:00,511265240778487392,18102714084,DEV_916379,10.0.116.29,江苏,APP,8384.66,2,1,1,有记录,0
APP000603,2026-07-04 14:32:00,511616579055281832,19125011506,DEV_447423,117.136.170.210,四川,H5,17592.9,1,1,1,有记录,0
APP000604,2026-07-08 19:02:00,512674523805525782,18792749155,DEV_740026,10.0.106.7,广东,APP,27831.76,2,1,0,有记录,0
APP000605,2026-07-24 21:33:00,515759147625380966,18433590651,DEV_959189,10.0.251.239,广东,APP,14130.17,3,1,1,有记录,0
APP000606,2026-07-10 14:41:00,512049851724447232,18992195121,DEV_666539,223.104.202.190,山东,H5,2313.31,1,1,1,无记录,0
APP000607,2026-07-01 01:30:00,519881972239964771,13812954013,DEV_568562,192.168.32.144,四川,APP,8198.71,3,1,1,无记录,0
APP000608,2026-07-28 12:27:00,516355647292931438,13616908764,DEV_275543,223.104.132.221,上海,APP,25837.6,1,1,0,有记录,0
APP000609,2026-07-22 03:31:00,518208027112218231,18116935610,DEV_371252,192.168.190.31,浙江,H5,11167.72,1,1,1,有记录,0
APP000610,2026-07-23 14:04:00,511373333732043097,17932332520,DEV_858343,192.168.254.156,四川,APP,17324.18,1,1,0,有记录,0
APP000611,2026-07-29 02:20:00,515752896112233865,15853104946,DEV_362683,10.0.112.215,广东,线下,25795.08,1,1,0,有记录,0
APP000612,2026-07-20 04:04:00,518700937814604761,15837675757,DEV_862126,192.168.151.167,山东,APP,14182.78,3,1,0,有记录,0
APP000613,2026-07-05 08:39:00,512745591024510910,13280563600,DEV_189758,192.168.151.72,江苏,APP,13280.18,2,1,0,无记录,0
APP000614,2026-07-21 18:35:00,518810090040476921,17194889047,DEV_743251,117.136.1.209,广东,H5,25553.73,3,1,0,无记录,0
APP000615,2026-07-23 10:24:00,517346452059960438,13186751443,DEV_776043,117.136.18.168,江苏,APP,17577.84,3,1,0,无记录,0
APP000616,2026-07-20 16:18:00,512217132194024702,18326573048,DEV_660630,192.168.224.51,广东,APP,18797.52,3,1,1,有记录,1
APP000617,2026-07-15 16:38:00,513961968931350305,15244506497,DEV_763036,10.0.128.177,北京,APP,13621.3,3,1,1,无记录,0
APP000618,2026-07-14 03:50:00,512978532426425064,17892931318,DEV_292687,223.104.171.44,广东,APP,14274.2,3,1,1,有记录,0
APP000619,2026-07-23 03:54:00,516360558303441448,18593563100,DEV_957000,117.136.7.89,上海,线下,13327.98,1,1,0,有记录,0
APP000620,2026-07-21 20:56:00,518435712661106273,18637387937,DEV_937825,117.136.119.120,浙江,APP,28561.53,3,1,1,有记录,0
APP000621,2026-07-25 17:46:00,519835895138186550,19881653263,DEV_642157,223.104.218.127,江苏,H5,22852.94,2,1,1,无记录,0
APP000622,2026-07-28 06:27:00,516365674916016923,18621222806,DEV_850479,192.168.22.72,上海,线下,21070.09,2,1,1,有记录,0
APP000623,2026-07-15 07:26:00,517429732702164871,18816434001,DEV_516182,117.136.119.35,山东,APP,3366.81,2,1,0,有记录,0
APP000624,2026-07-11 14:25:00,519491785138544577,17830119469,DEV_609501,223.104.130.34,江苏,线下,4494.25,3,1,1,有记录,0
APP000625,2026-07-14 23:06:00,511664686775240148,18744494913,DEV_740026,192.168.27.145,湖南,APP,6502.07,2,1,1,有记录,0
APP000626,2026-07-11 13:20:00,513961968931350305,18297769558,DEV_787244,172.16.110.166,山东,合作渠道,11578.65,2,1,1,无记录,0
APP000627,2026-07-22 08:23:00,512581563268685074,15467976839,DEV_964552,117.136.233.103,北京,APP,12035.89,1,1,0,有记录,0
